place_id,name,google_category,concept,address,area,town,pincode,latitude,longitude,rating,reviews_count,price_range,website,has_phone,is_claimed,is_closed,online_order_partners,reservation_partners,menu_link,open_hours,popular_times,attributes,maps_url,stars_1,stars_2,stars_3,stars_4,stars_5
ChIJHyA7XgBZqDsRi744l45-5Bc,கோவை கொங்கு பூரோட்டா,Indian restaurant,Multi-cuisine / General,"300, Marakkara Nanjappa Gowder St, Town Hall, Coimbatore, Tamil Nadu 641001",Town Hall,Coimbatore,641001,10.99867,76.952473,5.0,1,,,0,0,0,,,,"{""Friday"":[""12:09–11:50 pm""],""Monday"":[""12:09–11:50 pm""],""Saturday"":[""12:09–11:50 pm""],""Sunday"":[""12:09–11:50 pm""],""Thursday"":[""12:09–11:50 pm""],""Tuesday"":[""12:09–11:50 pm""],""Wednesday"":[""12:09–11:50 pm""]}",,,https://www.google.com/maps/place/%E0%AE%95%E0%AF%8B%E0%AE%B5%E0%AF%88+%E0%AE%95%E0%AF%8A%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%81+%E0%AE%AA%E0%AF%82%E0%AE%B0%E0%AF%8B%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BE/data=!4m7!3m6!1s0x3ba859005e3b201f:0x17e47e8e9738be8b!8m2!3d10.9986704!4d76.9524729!16s%2Fg%2F11zxfwkc6c!19sChIJHyA7XgBZqDsRi744l45-5Bc?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,0,0,0,0,1
ChIJ4_oqkIBZqDsR8B2haqdJMVo,HOTEL NATTRINAI ULAVUM UNAVUM,Restaurant,Multi-cuisine / General,"drivers quarters, Nattrinai hotel, 98, Siva Subramaniam St, Gandhi Park, opppsite, Coimbatore, Tamil Nadu 641001",opppsite,Coimbatore,641001,11.000901,76.95079,5.0,1,,,1,1,0,,,,"{""Friday"":[""7–10 am""],""Monday"":[""7 am–10 pm""],""Saturday"":[""7 am–10 pm""],""Sunday"":[""7 am–10 pm""],""Thursday"":[""7 am–10 pm""],""Tuesday"":[""7 am–10 pm""],""Wednesday"":[""7 am–10 pm""]}",,,https://www.google.com/maps/place/HOTEL+NATTRINAI+ULAVUM+UNAVUM/data=!4m7!3m6!1s0x3ba85980902afae3:0x5a3149a76aa11df0!8m2!3d11.0009013!4d76.9507903!16s%2Fg%2F11lyrclcxp!19sChIJ4_oqkIBZqDsR8B2haqdJMVo?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,0,0,0,0,1
ChIJ-3LaNRdZqDsRJS2RsoN8swM,Sri balaji hotel,Indian restaurant,Multi-cuisine / General,"811, Salivan St, Gandhi Park, Town Hall, Coimbatore, Tamil Nadu 641001",Town Hall,Coimbatore,641001,10.996649,76.950532,4.0,1,,,1,1,0,,,,,,,https://www.google.com/maps/place/Sri+balaji+hotel/data=!4m7!3m6!1s0x3ba8591735da72fb:0x3b37c83b2912d25!8m2!3d10.9966492!4d76.9505324!16s%2Fg%2F11q8845xh4!19sChIJ-3LaNRdZqDsRJS2RsoN8swM?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,0,0,0,1,0
ChIJVZti7hBZqDsRdqK3aLGazZQ,Hotel Chola,Biryani restaurant,Biryani & Non-veg,"1107, Thadagam Main Rd, Gandhi Park, R.S. Puram, Ponnaiah Raja Puram, Coimbatore, Tamil Nadu 641001",R.S. Puram,Coimbatore,641001,11.000071,76.94913,3.2,537,,,1,0,0,,,,,"{""Friday"":{""0"":0,""1"":0,""10"":6,""11"":11,""12"":20,""13"":37,""14"":44,""15"":40,""16"":27,""17"":21,""18"":30,""19"":53,""2"":0,""20"":78,""21"":93,""22"":79,""23"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":2,""8"":3,""9"":4},""Monday"":{""0"":0,""1"":0,""10"":5,""11"":9,""12"":22,""13"":36,""14"":46,""15"":38,""16"":27,""17"":20,""18"":29,""19"":50,""2"":0,""20"":78,""21"":92,""22"":81,""23"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":2,""8"":3,""9"":3},""Saturday"":{""0"":0,""1"":0,""10"":4,""11"":7,""12"":16,""13"":31,""14"":40,""15"":43,""16"":36,""17"":35,""18"":43,""19"":64,""2"":0,""20"":90,""21"":100,""22"":89,""23"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":6,""8"":5,""9"":4},""Sunday"":{},""Thursday"":{""0"":0,""1"":0,""10"":2,""11"":9,""12"":20,""13"":35,""14"":42,""15"":41,""16"":33,""17"":30,""18"":33,""19"":54,""2"":0,""20"":75,""21"":87,""22"":75,""23"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":2,""8"":1,""9"":1},""Tuesday"":{""0"":0,""1"":0,""10"":6,""11"":9,""12"":19,""13"":35,""14"":43,""15"":35,""16"":22,""17"":18,""18"":29,""19"":48,""2"":0,""20"":68,""21"":79,""22"":70,""23"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":2,""8"":4,""9"":5},""Wednesday"":{""0"":0,""1"":0,""10"":5,""11"":8,""12"":17,""13"":31,""14"":38,""15"":34,""16"":23,""17"":18,""18"":26,""19"":50,""2"":0,""20"":80,""21"":93,""22"":79,""23"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":2,""8"":3,""9"":4}}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":false},{""name"":""Wheelchair-accessible entrance"",""enabled"":false},{""name"":""Wheelchair-accessible seating"",""enabled"":false}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Late-night food"",""enabled"":true},{""name"":""Small plates"",""enabled"":true},{""name"":""Cuisine"",""enabled"":false,""values"":[""North Indian"",""South Indian""]},{""name"":""Dishes"",""enabled"":false,""values"":[""Biryani""]}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Breakfast"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true},{""name"":""Credit cards"",""enabled"":false,""values"":[""Mastercard""]}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free street parking"",""enabled"":true}]}]",https://www.google.com/maps/place/Hotel+Chola/data=!4m7!3m6!1s0x3ba85910ee629b55:0x94cd9ab168b7a276!8m2!3d11.000071!4d76.9491299!16s%2Fg%2F11b5qt6rsz!19sChIJVZti7hBZqDsRdqK3aLGazZQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,127,46,95,127,142
ChIJNxMGpmxZqDsRcp4KYSkyBJ4,Saravana Family Restaurant,Chettinad restaurant,South Indian & Regional,"XWRW+3W9 Saravana Family Restaurant, SELVAPURAM ROAD, Chetty St, Ashoknagar, Balaji Avenue, Selvapuram South, Coimbatore, Tamil Nadu 641001",Selvapuram South,Coimbatore,641001,10.990153,76.947355,3.9,967,₹1–200,,1,0,0,,,,"{""Friday"":[""11 am–10 pm""],""Monday"":[""11 am–10 pm""],""Saturday"":[""11 am–10 pm""],""Sunday"":[""11 am–10 pm""],""Thursday"":[""11 am–10 pm""],""Tuesday"":[""11 am–10 pm""],""Wednesday"":[""11 am–10 pm""]}","{""Friday"":{""10"":0,""11"":20,""12"":27,""13"":34,""14"":38,""15"":39,""16"":43,""17"":55,""18"":70,""19"":77,""20"":79,""21"":73,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""10"":0,""11"":18,""12"":27,""13"":31,""14"":34,""15"":36,""16"":44,""17"":58,""18"":73,""19"":78,""20"":74,""21"":65,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Saturday"":{""10"":0,""11"":23,""12"":34,""13"":41,""14"":43,""15"":41,""16"":46,""17"":60,""18"":81,""19"":95,""20"":100,""21"":94,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Sunday"":{""10"":0,""11"":28,""12"":42,""13"":52,""14"":56,""15"":52,""16"":56,""17"":65,""18"":80,""19"":88,""20"":91,""21"":80,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Thursday"":{""10"":0,""11"":23,""12"":30,""13"":28,""14"":28,""15"":27,""16"":36,""17"":54,""18"":76,""19"":83,""20"":84,""21"":74,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Tuesday"":{""10"":0,""11"":16,""12"":22,""13"":25,""14"":31,""15"":33,""16"":43,""17"":61,""18"":82,""19"":85,""20"":75,""21"":58,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Wednesday"":{""10"":0,""11"":19,""12"":24,""13"":31,""14"":37,""15"":38,""16"":44,""17"":54,""18"":74,""19"":82,""20"":81,""21"":62,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0}}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""On-site services"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible seating"",""enabled"":false}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""All you can eat"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true},{""name"":""Cuisine"",""enabled"":false,""values"":[""Chinese"",""North Indian"",""South Indian""]}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true},{""name"":""Trendy"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Family friendly"",""enabled"":true},{""name"":""Groups"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free street parking"",""enabled"":true}]}]",https://www.google.com/maps/place/Saravana+Family+Restaurant/data=!4m7!3m6!1s0x3ba8596ca6061337:0x9e043229610a9e72!8m2!3d10.9901529!4d76.9473554!16s%2Fg%2F11g01wxy7b!19sChIJNxMGpmxZqDsRcp4KYSkyBJ4?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,100,33,147,258,429
ChIJB84pDgBZqDsR1EKEBUk3eSw,Sugarcane juice shop,Juice shop,Cafe & Beverages,"280A, Gandhi Park, Pudur, Coimbatore, Tamil Nadu 641001",Pudur,Coimbatore,641001,10.996757,76.949503,5.0,3,,,1,0,0,,,,"{""Friday"":[""8:30 am–6 pm""],""Monday"":[""8:30 am–6 pm""],""Saturday"":[""8:30 am–6 pm""],""Sunday"":[""8:30 am–6 pm""],""Thursday"":[""8:30 am–6 pm""],""Tuesday"":[""8:30 am–6 pm""],""Wednesday"":[""8:30 am–6 pm""]}",,,https://www.google.com/maps/place/Sugarcane+juice+shop/data=!4m7!3m6!1s0x3ba859000e29ce07:0x2c793749058442d4!8m2!3d10.9967569!4d76.9495034!16s%2Fg%2F11y3mwdlwz!19sChIJB84pDgBZqDsR1EKEBUk3eSw?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,0,0,0,0,3
ChIJNTc_FhFZqDsR0t2kjQyDutE,tiffincentre,Restaurant,Multi-cuisine / General,"140, ponniaharajapuram main road, AKS Nagar, Shanmuga Nagar, gandhipark, Coimbatore, Ponnaiah Raja Puram, Tamil Nadu 641001",gandhipark,Ponnaiah Raja Puram,641001,10.998345,76.948526,4.4,17,"₹200–1,200",,1,1,0,,,,"{""Friday"":[""7–10 pm""],""Monday"":[""7–10 pm""],""Saturday"":[""7–10 pm""],""Sunday"":[""7–10 pm""],""Thursday"":[""7–10 pm""],""Tuesday"":[""7–10 pm""],""Wednesday"":[""7–10 pm""]}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Kerbside pickup"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Dinner"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free street parking"",""enabled"":true}]}]",https://www.google.com/maps/place/tiffincentre/data=!4m7!3m6!1s0x3ba85911163f3735:0xd1ba830c8da4ddd2!8m2!3d10.9983448!4d76.948526!16s%2Fg%2F11sjhg1316!19sChIJNTc_FhFZqDsR0t2kjQyDutE?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,2,0,1,0,14
ChIJWbocNgBZqDsRScOeDh-czMw,SHREE RAJ LASSI POINT,Juice shop,Cafe & Beverages,"251b, Diwan Bahadur Rd, R.S. Puram, Coimbatore, Tamil Nadu 641001",R.S. Puram,Coimbatore,641001,11.00008,76.952047,4.5,2,,,1,1,0,,,,"{""Friday"":[""10 am–9 pm""],""Monday"":[""10 am–9 pm""],""Saturday"":[""10 am–9 pm""],""Sunday"":[""10 am–9 pm""],""Thursday"":[""10 am–9 pm""],""Tuesday"":[""10 am–9 pm""],""Wednesday"":[""10 am–9 pm""]}","{""Friday"":{""10"":42,""11"":40,""12"":42,""13"":50,""14"":50,""15"":42,""16"":50,""17"":52,""18"":66,""19"":78,""20"":71,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""10"":19,""11"":28,""12"":45,""13"":69,""14"":64,""15"":69,""16"":57,""17"":66,""18"":66,""19"":66,""20"":61,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Saturday"":{""10"":52,""11"":57,""12"":59,""13"":71,""14"":73,""15"":69,""16"":54,""17"":45,""18"":35,""19"":40,""20"":35,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Sunday"":{""10"":61,""11"":66,""12"":61,""13"":59,""14"":54,""15"":64,""16"":50,""17"":47,""18"":42,""19"":54,""20"":78,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Thursday"":{""10"":40,""11"":52,""12"":50,""13"":52,""14"":59,""15"":57,""16"":57,""17"":50,""18"":59,""19"":71,""20"":85,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Tuesday"":{""10"":71,""11"":69,""12"":76,""13"":80,""14"":100,""15"":85,""16"":83,""17"":66,""18"":61,""19"":54,""20"":50,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Wednesday"":{""10"":38,""11"":38,""12"":33,""13"":38,""14"":52,""15"":40,""16"":38,""17"":45,""18"":57,""19"":69,""20"":78,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0}}","[{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Dishes"",""enabled"":false,""values"":[""Juice""]}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]}]",https://www.google.com/maps/place/SHREE+RAJ+LASSI+POINT/data=!4m7!3m6!1s0x3ba85900361cba59:0xcccc9c1f0e9ec349!8m2!3d11.0000801!4d76.9520468!16s%2Fg%2F11m6dnfr82!19sChIJWbocNgBZqDsRScOeDh-czMw?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,0,0,0,1,1
ChIJ0_E59Q1ZqDsR5N9zBJtrCZs,IMRAN,Restaurant,Multi-cuisine / General,"Perur Main Rd, Selvapuram Muthuswamy Colony, Selvapuram South, Selvapuram, Coimbatore, Tamil Nadu 641026",Selvapuram South,Coimbatore,641026,10.987694,76.939573,4.6,33,₹1–200,,1,1,0,,,,,,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Dine-in"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free street parking"",""enabled"":true}]}]",https://www.google.com/maps/place/IMRAN/data=!4m7!3m6!1s0x3ba8590df539f1d3:0x9b096b9b0473dfe4!8m2!3d10.9876936!4d76.939573!16s%2Fg%2F11xv29qkq0!19sChIJ0_E59Q1ZqDsR5N9zBJtrCZs?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,2,1,0,2,28
ChIJ90sgUhBZqDsRvZSbrG1SVrM,Hotel Siruvani,South Indian restaurant,South Indian & Regional,"XXX2+V6R Hotel Siruvani, Sukrawarpet St, Gandhi Park, R.S. Puram, Coimbatore, Tamil Nadu 641001",R.S. Puram,Coimbatore,641001,10.99974,76.950529,3.7,195,,,1,0,1,,,,,,,https://www.google.com/maps/place/Hotel+Siruvani/data=!4m7!3m6!1s0x3ba8591052204bf7:0xb356526dac9b94bd!8m2!3d10.9997399!4d76.950529!16s%2Fg%2F11cm0ggxh7!19sChIJ90sgUhBZqDsRvZSbrG1SVrM?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,15,15,43,55,67
ChIJreYgjX1ZqDsRlDFT5XXUNN4,Chai N' Gupshup,Tea store,Cafe & Beverages,"53, Chai N' Gupshup, PETROL BUNK, near, 2nd St, adjacent to Ponnaiyarajapuram Park, Ramakrishna Puram, Katteri Chettiar Thottam, Selvapuram North, Coimbatore, Tamil Nadu 641001",Selvapuram North,Coimbatore,641001,10.996588,76.947728,4.9,71,,https://chaingupshup.com/,1,1,0,,,,"{""Friday"":[""7 am–10 pm""],""Monday"":[""7 am–10 pm""],""Saturday"":[""7 am–10 pm""],""Sunday"":[""7 am–10 pm""],""Thursday"":[""7 am–10 pm""],""Tuesday"":[""7 am–10 pm""],""Wednesday"":[""7 am–10 pm""]}","{""Friday"":{""10"":26,""11"":36,""12"":38,""13"":43,""14"":35,""15"":31,""16"":26,""17"":26,""18"":28,""19"":38,""20"":50,""21"":50,""22"":0,""23"":0,""6"":0,""7"":22,""8"":22,""9"":22},""Monday"":{""10"":40,""11"":45,""12"":45,""13"":40,""14"":35,""15"":38,""16"":38,""17"":47,""18"":57,""19"":73,""20"":77,""21"":82,""22"":0,""23"":0,""6"":0,""7"":21,""8"":21,""9"":26},""Saturday"":{""10"":40,""11"":57,""12"":59,""13"":49,""14"":40,""15"":33,""16"":29,""17"":31,""18"":40,""19"":61,""20"":68,""21"":66,""22"":0,""23"":0,""6"":0,""7"":21,""8"":17,""9"":29},""Sunday"":{""10"":26,""11"":28,""12"":28,""13"":33,""14"":36,""15"":45,""16"":43,""17"":45,""18"":68,""19"":87,""20"":100,""21"":82,""22"":0,""23"":0,""6"":0,""7"":15,""8"":17,""9"":21},""Thursday"":{""10"":33,""11"":35,""12"":35,""13"":35,""14"":38,""15"":36,""16"":35,""17"":31,""18"":35,""19"":43,""20"":49,""21"":61,""22"":0,""23"":0,""6"":0,""7"":22,""8"":22,""9"":26},""Tuesday"":{""10"":42,""11"":54,""12"":47,""13"":43,""14"":43,""15"":35,""16"":26,""17"":28,""18"":49,""19"":75,""20"":77,""21"":71,""22"":0,""23"":0,""6"":0,""7"":14,""8"":17,""9"":29},""Wednesday"":{""10"":42,""11"":49,""12"":45,""13"":40,""14"":36,""15"":31,""16"":33,""17"":45,""18"":59,""19"":64,""20"":64,""21"":56,""22"":0,""23"":0,""6"":0,""7"":24,""8"":29,""9"":33}}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""On-site services"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible seating"",""enabled"":false},{""name"":""Wheelchair-accessible toilet"",""enabled"":false}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""NFC mobile payments"",""enabled"":true}]}]",https://www.google.com/maps/place/Chai+N%27+Gupshup/data=!4m7!3m6!1s0x3ba8597d8d20e6ad:0xde34d475e5533194!8m2!3d10.9965876!4d76.9477277!16s%2Fg%2F11ld2qssd3!19sChIJreYgjX1ZqDsRlDFT5XXUNN4?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,0,0,1,5,65
ChIJ_zJHfuhZqDsRgNk8BB0_Q0c,Hotel G-Park,Indian restaurant,Multi-cuisine / General,"287, Thadagam Main Rd, Gandhi Park, R.S. Puram, Coimbatore, Tamil Nadu 641001",R.S. Puram,Coimbatore,641001,10.999968,76.949566,4.3,13,,,0,0,1,,,,,,,https://www.google.com/maps/place/Hotel+G-Park/data=!4m7!3m6!1s0x3ba859e87e4732ff:0x47433f1d043cd980!8m2!3d10.9999683!4d76.9495657!16s%2Fg%2F11sw3k7k_t!19sChIJ_zJHfuhZqDsRgNk8BB0_Q0c?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,2,0,0,1,10
ChIJS22A9fNZqDsReOszRoHU6Uw,THE HOT CHICK Selvapuram,Fried chicken takeaway,Fast food & Quick bites,"230, Perur Bypass Rd, Ashoknagar, Balaji Avenue, Selvapuram South, Selvapuram, Coimbatore, Tamil Nadu 641001",Selvapuram South,Coimbatore,641001,10.990317,76.947673,4.6,42,,,1,1,0,,,,"{""Friday"":[""4:30–11 pm""],""Monday"":[""4–11 pm""],""Saturday"":[""4–11 pm""],""Sunday"":[""4–11:30 pm""],""Thursday"":[""4–11 pm""],""Tuesday"":[""4:30–11:30 pm""],""Wednesday"":[""4:30–10:30 pm""]}",,,https://www.google.com/maps/place/THE+HOT+CHICK+Selvapuram/data=!4m7!3m6!1s0x3ba859f3f5806d4b:0x4ce9d4814633eb78!8m2!3d10.990317!4d76.9476727!16s%2Fg%2F11yf3gq61z!19sChIJS22A9fNZqDsReOszRoHU6Uw?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,1,2,0,6,33
ChIJ3_BxdgBZqDsRl4J_68qM3no,Pappais Food Park,Indian restaurant,Multi-cuisine / General,"1/1, Pappais Food Park, Bharathi Rd, Telungupalayam, Selvapuram North, Coimbatore, Tamil Nadu 641039",Selvapuram North,Coimbatore,641039,10.988321,76.934686,5.0,4,,,0,0,0,,,,"{""Friday"":[""5:30–11 pm""],""Monday"":[""5:30–11 pm""],""Saturday"":[""5:30–11 pm""],""Sunday"":[""5:30–11 pm""],""Thursday"":[""5:30–11 pm""],""Tuesday"":[""5:30–11 pm""],""Wednesday"":[""5:30–11 pm""]}",,,https://www.google.com/maps/place/Pappais+Food+Park/data=!4m7!3m6!1s0x3ba859007671f0df:0x7ade8ccaeb7f8297!8m2!3d10.9883209!4d76.9346865!16s%2Fg%2F11ywx982zm!19sChIJ3_BxdgBZqDsRl4J_68qM3no?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,0,0,0,0,4
ChIJt68YIgBZqDsRcHl5c-5hnrg,Sri Kandha Thattu Vadai Set Kadai,Snack bar,Fast food & Quick bites,"10, Perur Main Rd, Selvapuram Muthuswamy Colony, Selvapuram South, Coimbatore, Tamil Nadu 641008",Selvapuram South,Coimbatore,641008,10.986701,76.939123,4.8,90,,,0,1,0,,,,"{""Friday"":[""4:30–9:30 pm""],""Monday"":[""4:30–9:30 pm""],""Saturday"":[""4:30–9:30 pm""],""Sunday"":[""4:30–9:30 pm""],""Thursday"":[""4:30–9:30 pm""],""Tuesday"":[""4:30–9:30 pm""],""Wednesday"":[""4:30–9:30 pm""]}",,,https://www.google.com/maps/place/Sri+Kandha+Thattu+Vadai+Set+Kadai/data=!4m7!3m6!1s0x3ba859002218afb7:0xb89e61ee73797970!8m2!3d10.9867014!4d76.939123!16s%2Fg%2F11x16249w4!19sChIJt68YIgBZqDsRcHl5c-5hnrg?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,2,0,1,4,83
ChIJX8Nc4nJZqDsR3HG5zI8NfV8,Turkey Knights,Dessert shop,Bakery & Desserts,"28, Ramamurthy Rd, Periya Thambi Nagar, Selvapuram North, Coimbatore, Tamil Nadu 641026",Selvapuram North,Coimbatore,641026,10.990285,76.941301,4.3,72,,,1,1,0,,,,"{""Friday"":[""5 am–11 pm""],""Monday"":[""5 am–11 pm""],""Saturday"":[""5 am–11 pm""],""Sunday"":[""11 am–11 pm""],""Thursday"":[""5 am–11 pm""],""Tuesday"":[""5 am–11 pm""],""Wednesday"":[""5 am–11 pm""]}",,,https://www.google.com/maps/place/Turkey+Knights/data=!4m7!3m6!1s0x3ba85972e25cc35f:0x5f7d0d8fccb971dc!8m2!3d10.990285!4d76.941301!16s%2Fg%2F11hrywmn43!19sChIJX8Nc4nJZqDsR3HG5zI8NfV8?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,2,5,7,14,44
ChIJyePKewBZqDsRzJuADDI8EQQ,Chola hotel,Restaurant,Multi-cuisine / General,"XWQQ+4HR Chola hotel, Perur Main Rd, Selvapuram Muthuswamy Colony, Selvapuram South, Coimbatore, Tamil Nadu 641026",Selvapuram South,Coimbatore,641026,10.987868,76.938893,2.3,13,,,1,0,0,,,,,,,https://www.google.com/maps/place/Chola+hotel/data=!4m7!3m6!1s0x3ba859007bcae3c9:0x4113c320c809bcc!8m2!3d10.9878684!4d76.9388934!16s%2Fg%2F11yj5dj756!19sChIJyePKewBZqDsRzJuADDI8EQQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,8,0,0,3,2
